,STATEFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
562,35,2004,Med_SA_fac,44,New Mexico,NM
563,36,2004,Med_SA_fac,797,New York,NY
564,37,2004,Med_SA_fac,129,North Carolina,NC
565,38,2004,Med_SA_fac,20,North Dakota,ND
566,39,2004,Med_SA_fac,340,Ohio,OH
567,40,2004,Med_SA_fac,41,Oklahoma,OK
568,41,2004,Med_SA_fac,111,Oregon,OR
569,42,2004,Med_SA_fac,254,Pennsylvania,PA
570,44,2004,Med_SA_fac,41,Rhode Island,RI
571,45,2004,Med_SA_fac,54,South Carolina,SC
572,46,2004,Med_SA_fac,21,South Dakota,SD
573,47,2004,Med_SA_fac,77,Tennessee,TN
574,48,2004,Med_SA_fac,199,Texas,TX
575,49,2004,Med_SA_fac,54,Utah,UT
576,50,2004,Med_SA_fac,27,Vermont,VT
577,51,2004,Med_SA_fac,41,Virginia,VA
578,53,2004,Med_SA_fac,150,Washington,WA
579,54,2004,Med_SA_fac,57,West Virginia,WV
580,55,2004,Med_SA_fac,151,Wisconsin,WI
581,56,2004,Med_SA_fac,30,Wyoming,WY
582,72,2004,Med_SA_fac,9,Puerto Rico,PR
583,00,2004,SMAT_fac,1027,United States,US
584,01,2004,SMAT_fac,18,Alabama,AL
585,02,2004,SMAT_fac,3,Alaska,AK
586,04,2004,SMAT_fac,25,Arizona,AZ
587,05,2004,SMAT_fac,2,Arkansas,AR
588,06,2004,SMAT_fac,116,California,CA
589,08,2004,SMAT_fac,10,Colorado,CO
590,09,2004,SMAT_fac,40,Connecticut,CT
591,10,2004,SMAT_fac,6,Delaware,DE
592,11,2004,SMAT_fac,10,District of Columbia,DC
593,12,2004,SMAT_fac,35,Florida,FL
594,13,2004,SMAT_fac,23,Georgia,GA
595,15,2004,SMAT_fac,3,Hawaii,HI
596,17,2004,SMAT_fac,52,Illinois,IL
597,18,2004,SMAT_fac,10,Indiana,IN
598,19,2004,SMAT_fac,2,Iowa,IA
599,20,2004,SMAT_fac,5,Kansas,KS
600,21,2004,SMAT_fac,9,Kentucky,KY
601,22,2004,SMAT_fac,13,Louisiana,LA
602,23,2004,SMAT_fac,5,Maine,ME
603,24,2004,SMAT_fac,47,Maryland,MD
604,25,2004,SMAT_fac,50,Massachusetts,MA
605,26,2004,SMAT_fac,29,Michigan,MI
606,27,2004,SMAT_fac,9,Minnesota,MN
607,29,2004,SMAT_fac,9,Missouri,MO
608,31,2004,SMAT_fac,1,Nebraska,NE
609,32,2004,SMAT_fac,10,Nevada,NV
610,33,2004,SMAT_fac,4,New Hampshire,NH
611,34,2004,SMAT_fac,32,New Jersey,NJ
612,35,2004,SMAT_fac,6,New Mexico,NM
613,36,2004,SMAT_fac,199,New York,NY
614,37,2004,SMAT_fac,22,North Carolina,NC
615,39,2004,SMAT_fac,11,Ohio,OH
616,40,2004,SMAT_fac,3,Oklahoma,OK
617,41,2004,SMAT_fac,11,Oregon,OR
618,42,2004,SMAT_fac,44,Pennsylvania,PA
619,44,2004,SMAT_fac,14,Rhode Island,RI
620,45,2004,SMAT_fac,9,South Carolina,SC
621,47,2004,SMAT_fac,6,Tennessee,TN
622,48,2004,SMAT_fac,64,Texas,TX
623,49,2004,SMAT_fac,6,Utah,UT
624,50,2004,SMAT_fac,2,Vermont,VT
625,51,2004,SMAT_fac,17,Virginia,VA
626,53,2004,SMAT_fac,15,Washington,WA
627,54,2004,SMAT_fac,3,West Virginia,WV
628,55,2004,SMAT_fac,10,Wisconsin,WI
629,72,2004,SMAT_fac,7,Puerto Rico,PR
630,16,2004,SMAT_fac,0,Idaho,ID
631,28,2004,SMAT_fac,0,Mississippi,MS
632,30,2004,SMAT_fac,0,Montana,MT
633,38,2004,SMAT_fac,0,North Dakota,ND
634,46,2004,SMAT_fac,0,South Dakota,SD
635,56,2004,SMAT_fac,0,Wyoming,WY
636,00,2004,Med_SMAT_fac,644,United States,US
637,01,2004,Med_SMAT_fac,2,Alabama,AL
638,02,2004,Med_SMAT_fac,3,Alaska,AK
639,04,2004,Med_SMAT_fac,12,Arizona,AZ
640,06,2004,Med_SMAT_fac,79,California,CA
641,08,2004,Med_SMAT_fac,2,Colorado,CO
642,09,2004,Med_SMAT_fac,36,Connecticut,CT
643,10,2004,Med_SMAT_fac,4,Delaware,DE
644,11,2004,Med_SMAT_fac,6,District of Columbia,DC
645,12,2004,Med_SMAT_fac,10,Florida,FL
646,13,2004,Med_SMAT_fac,5,Georgia,GA
647,15,2004,Med_SMAT_fac,3,Hawaii,HI
648,17,2004,Med_SMAT_fac,24,Illinois,IL
649,18,2004,Med_SMAT_fac,3,Indiana,IN
650,19,2004,Med_SMAT_fac,1,Iowa,IA
651,21,2004,Med_SMAT_fac,1,Kentucky,KY
652,22,2004,Med_SMAT_fac,1,Louisiana,LA
653,23,2004,Med_SMAT_fac,5,Maine,ME
654,24,2004,Med_SMAT_fac,37,Maryland,MD
655,25,2004,Med_SMAT_fac,49,Massachusetts,MA
656,26,2004,Med_SMAT_fac,24,Michigan,MI
657,27,2004,Med_SMAT_fac,4,Minnesota,MN
658,29,2004,Med_SMAT_fac,1,Missouri,MO
659,32,2004,Med_SMAT_fac,9,Nevada,NV
660,33,2004,Med_SMAT_fac,3,New Hampshire,NH
661,34,2004,Med_SMAT_fac,26,New Jersey,NJ
662,35,2004,Med_SMAT_fac,5,New Mexico,NM
663,36,2004,Med_SMAT_fac,193,New York,NY
664,37,2004,Med_SMAT_fac,10,North Carolina,NC
665,39,2004,Med_SMAT_fac,9,Ohio,OH
666,41,2004,Med_SMAT_fac,6,Oregon,OR
667,42,2004,Med_SMAT_fac,32,Pennsylvania,PA
668,44,2004,Med_SMAT_fac,9,Rhode Island,RI
669,45,2004,Med_SMAT_fac,1,South Carolina,SC
670,48,2004,Med_SMAT_fac,5,Texas,TX
671,49,2004,Med_SMAT_fac,3,Utah,UT
672,50,2004,Med_SMAT_fac,2,Vermont,VT
673,53,2004,Med_SMAT_fac,9,Washington,WA
674,55,2004,Med_SMAT_fac,10,Wisconsin,WI
675,05,2004,Med_SMAT_fac,0,Arkansas,AR
676,16,2004,Med_SMAT_fac,0,Idaho,ID
677,20,2004,Med_SMAT_fac,0,Kansas,KS
678,28,2004,Med_SMAT_fac,0,Mississippi,MS
679,30,2004,Med_SMAT_fac,0,Montana,MT
680,31,2004,Med_SMAT_fac,0,Nebraska,NE
681,38,2004,Med_SMAT_fac,0,North Dakota,ND
682,40,2004,Med_SMAT_fac,0,Oklahoma,OK
683,46,2004,Med_SMAT_fac,0,South Dakota,SD
684,47,2004,Med_SMAT_fac,0,Tennessee,TN
685,51,2004,Med_SMAT_fac,0,Virginia,VA
686,54,2004,Med_SMAT_fac,0,West Virginia,WV
687,56,2004,Med_SMAT_fac,0,Wyoming,WY
688,72,2004,Med_SMAT_fac,0,Puerto Rico,PR
689,00,2004,TMAT_fac,0,United States,US
690,01,2004,TMAT_fac,0,Alabama,AL
691,02,2004,TMAT_fac,0,Alaska,AK
692,04,2004,TMAT_fac,0,Arizona,AZ
693,05,2004,TMAT_fac,0,Arkansas,AR
694,06,2004,TMAT_fac,0,California,CA
695,08,2004,TMAT_fac,0,Colorado,CO
696,09,2004,TMAT_fac,0,Connecticut,CT
697,10,2004,TMAT_fac,0,Delaware,DE
698,11,2004,TMAT_fac,0,District of Columbia,DC
699,12,2004,TMAT_fac,0,Florida,FL
700,13,2004,TMAT_fac,0,Georgia,GA
701,15,2004,TMAT_fac,0,Hawaii,HI
702,16,2004,TMAT_fac,0,Idaho,ID
703,17,2004,TMAT_fac,0,Illinois,IL
704,18,2004,TMAT_fac,0,Indiana,IN
705,19,2004,TMAT_fac,0,Iowa,IA
706,20,2004,TMAT_fac,0,Kansas,KS
707,21,2004,TMAT_fac,0,Kentucky,KY
708,22,2004,TMAT_fac,0,Louisiana,LA
709,23,2004,TMAT_fac,0,Maine,ME
710,24,2004,TMAT_fac,0,Maryland,MD
711,25,2004,TMAT_fac,0,Massachusetts,MA
712,26,2004,TMAT_fac,0,Michigan,MI
713,27,2004,TMAT_fac,0,Minnesota,MN
714,28,2004,TMAT_fac,0,Mississippi,MS
715,29,2004,TMAT_fac,0,Missouri,MO
716,30,2004,TMAT_fac,0,Montana,MT
717,31,2004,TMAT_fac,0,Nebraska,NE
718,32,2004,TMAT_fac,0,Nevada,NV
719,33,2004,TMAT_fac,0,New Hampshire,NH
720,34,2004,TMAT_fac,0,New Jersey,NJ
721,35,2004,TMAT_fac,0,New Mexico,NM
722,36,2004,TMAT_fac,0,New York,NY
723,37,2004,TMAT_fac,0,North Carolina,NC
724,38,2004,TMAT_fac,0,North Dakota,ND
725,39,2004,TMAT_fac,0,Ohio,OH
726,40,2004,TMAT_fac,0,Oklahoma,OK
727,41,2004,TMAT_fac,0,Oregon,OR
728,42,2004,TMAT_fac,0,Pennsylvania,PA
729,44,2004,TMAT_fac,0,Rhode Island,RI
730,45,2004,TMAT_fac,0,South Carolina,SC
731,46,2004,TMAT_fac,0,South Dakota,SD
732,47,2004,TMAT_fac,0,Tennessee,TN
733,48,2004,TMAT_fac,0,Texas,TX
734,49,2004,TMAT_fac,0,Utah,UT
735,50,2004,TMAT_fac,0,Vermont,VT
736,51,2004,TMAT_fac,0,Virginia,VA
737,53,2004,TMAT_fac,0,Washington,WA
738,54,2004,TMAT_fac,0,West Virginia,WV
739,55,2004,TMAT_fac,0,Wisconsin,WI
740,56,2004,TMAT_fac,0,Wyoming,WY
741,72,2004,TMAT_fac,0,Puerto Rico,PR
742,00,2004,Med_TMAT_fac,0,United States,US
743,01,2004,Med_TMAT_fac,0,Alabama,AL
744,02,2004,Med_TMAT_fac,0,Alaska,AK
745,04,2004,Med_TMAT_fac,0,Arizona,AZ
746,05,2004,Med_TMAT_fac,0,Arkansas,AR
747,06,2004,Med_TMAT_fac,0,California,CA
748,08,2004,Med_TMAT_fac,0,Colorado,CO
749,09,2004,Med_TMAT_fac,0,Connecticut,CT
750,10,2004,Med_TMAT_fac,0,Delaware,DE
751,11,2004,Med_TMAT_fac,0,District of Columbia,DC
752,12,2004,Med_TMAT_fac,0,Florida,FL
753,13,2004,Med_TMAT_fac,0,Georgia,GA
754,15,2004,Med_TMAT_fac,0,Hawaii,HI
755,16,2004,Med_TMAT_fac,0,Idaho,ID
756,17,2004,Med_TMAT_fac,0,Illinois,IL
757,18,2004,Med_TMAT_fac,0,Indiana,IN
758,19,2004,Med_TMAT_fac,0,Iowa,IA
759,20,2004,Med_TMAT_fac,0,Kansas,KS
760,21,2004,Med_TMAT_fac,0,Kentucky,KY
761,22,2004,Med_TMAT_fac,0,Louisiana,LA
762,23,2004,Med_TMAT_fac,0,Maine,ME
763,24,2004,Med_TMAT_fac,0,Maryland,MD
764,25,2004,Med_TMAT_fac,0,Massachusetts,MA
765,26,2004,Med_TMAT_fac,0,Michigan,MI
766,27,2004,Med_TMAT_fac,0,Minnesota,MN
767,28,2004,Med_TMAT_fac,0,Mississippi,MS
768,29,2004,Med_TMAT_fac,0,Missouri,MO
769,30,2004,Med_TMAT_fac,0,Montana,MT
770,31,2004,Med_TMAT_fac,0,Nebraska,NE
771,32,2004,Med_TMAT_fac,0,Nevada,NV
772,33,2004,Med_TMAT_fac,0,New Hampshire,NH
773,34,2004,Med_TMAT_fac,0,New Jersey,NJ
774,35,2004,Med_TMAT_fac,0,New Mexico,NM
775,36,2004,Med_TMAT_fac,0,New York,NY
776,37,2004,Med_TMAT_fac,0,North Carolina,NC
777,38,2004,Med_TMAT_fac,0,North Dakota,ND
778,39,2004,Med_TMAT_fac,0,Ohio,OH
779,40,2004,Med_TMAT_fac,0,Oklahoma,OK
780,41,2004,Med_TMAT_fac,0,Oregon,OR
781,42,2004,Med_TMAT_fac,0,Pennsylvania,PA
782,44,2004,Med_TMAT_fac,0,Rhode Island,RI
783,45,2004,Med_TMAT_fac,0,South Carolina,SC
784,46,2004,Med_TMAT_fac,0,South Dakota,SD
785,47,2004,Med_TMAT_fac,0,Tennessee,TN
786,48,2004,Med_TMAT_fac,0,Texas,TX
787,49,2004,Med_TMAT_fac,0,Utah,UT
788,50,2004,Med_TMAT_fac,0,Vermont,VT
789,51,2004,Med_TMAT_fac,0,Virginia,VA
790,53,2004,Med_TMAT_fac,0,Washington,WA
791,54,2004,Med_TMAT_fac,0,West Virginia,WV
792,55,2004,Med_TMAT_fac,0,Wisconsin,WI
793,56,2004,Med_TMAT_fac,0,Wyoming,WY
794,72,2004,Med_TMAT_fac,0,Puerto Rico,PR
795,00,2004,AMAT_fac,0,United States,US
796,01,2004,AMAT_fac,0,Alabama,AL
797,02,2004,AMAT_fac,0,Alaska,AK
798,04,2004,AMAT_fac,0,Arizona,AZ
799,05,2004,AMAT_fac,0,Arkansas,AR
800,06,2004,AMAT_fac,0,California,CA
801,08,2004,AMAT_fac,0,Colorado,CO
802,09,2004,AMAT_fac,0,Connecticut,CT
803,10,2004,AMAT_fac,0,Delaware,DE
804,11,2004,AMAT_fac,0,District of Columbia,DC
805,12,2004,AMAT_fac,0,Florida,FL
806,13,2004,AMAT_fac,0,Georgia,GA
807,15,2004,AMAT_fac,0,Hawaii,HI
808,16,2004,AMAT_fac,0,Idaho,ID
809,17,2004,AMAT_fac,0,Illinois,IL
810,18,2004,AMAT_fac,0,Indiana,IN
811,19,2004,AMAT_fac,0,Iowa,IA
812,20,2004,AMAT_fac,0,Kansas,KS
813,21,2004,AMAT_fac,0,Kentucky,KY
814,22,2004,AMAT_fac,0,Louisiana,LA
815,23,2004,AMAT_fac,0,Maine,ME
816,24,2004,AMAT_fac,0,Maryland,MD
817,25,2004,AMAT_fac,0,Massachusetts,MA
818,26,2004,AMAT_fac,0,Michigan,MI
819,27,2004,AMAT_fac,0,Minnesota,MN
820,28,2004,AMAT_fac,0,Mississippi,MS
821,29,2004,AMAT_fac,0,Missouri,MO
822,30,2004,AMAT_fac,0,Montana,MT
823,31,2004,AMAT_fac,0,Nebraska,NE
824,32,2004,AMAT_fac,0,Nevada,NV
825,33,2004,AMAT_fac,0,New Hampshire,NH
826,34,2004,AMAT_fac,0,New Jersey,NJ
827,35,2004,AMAT_fac,0,New Mexico,NM
828,36,2004,AMAT_fac,0,New York,NY
829,37,2004,AMAT_fac,0,North Carolina,NC
830,38,2004,AMAT_fac,0,North Dakota,ND
831,39,2004,AMAT_fac,0,Ohio,OH
832,40,2004,AMAT_fac,0,Oklahoma,OK
833,41,2004,AMAT_fac,0,Oregon,OR
834,42,2004,AMAT_fac,0,Pennsylvania,PA
835,44,2004,AMAT_fac,0,Rhode Island,RI
836,45,2004,AMAT_fac,0,South Carolina,SC
837,46,2004,AMAT_fac,0,South Dakota,SD
838,47,2004,AMAT_fac,0,Tennessee,TN
839,48,2004,AMAT_fac,0,Texas,TX
840,49,2004,AMAT_fac,0,Utah,UT
841,50,2004,AMAT_fac,0,Vermont,VT
842,51,2004,AMAT_fac,0,Virginia,VA
843,53,2004,AMAT_fac,0,Washington,WA
844,54,2004,AMAT_fac,0,West Virginia,WV
845,55,2004,AMAT_fac,0,Wisconsin,WI
846,56,2004,AMAT_fac,0,Wyoming,WY
847,72,2004,AMAT_fac,0,Puerto Rico,PR
848,00,2004,Med_AMAT_fac,0,United States,US
849,01,2004,Med_AMAT_fac,0,Alabama,AL
850,02,2004,Med_AMAT_fac,0,Alaska,AK
851,04,2004,Med_AMAT_fac,0,Arizona,AZ
852,05,2004,Med_AMAT_fac,0,Arkansas,AR
853,06,2004,Med_AMAT_fac,0,California,CA
854,08,2004,Med_AMAT_fac,0,Colorado,CO
855,09,2004,Med_AMAT_fac,0,Connecticut,CT
856,10,2004,Med_AMAT_fac,0,Delaware,DE
857,11,2004,Med_AMAT_fac,0,District of Columbia,DC
858,12,2004,Med_AMAT_fac,0,Florida,FL
859,13,2004,Med_AMAT_fac,0,Georgia,GA
860,15,2004,Med_AMAT_fac,0,Hawaii,HI
861,16,2004,Med_AMAT_fac,0,Idaho,ID
862,17,2004,Med_AMAT_fac,0,Illinois,IL
863,18,2004,Med_AMAT_fac,0,Indiana,IN
864,19,2004,Med_AMAT_fac,0,Iowa,IA
865,20,2004,Med_AMAT_fac,0,Kansas,KS
866,21,2004,Med_AMAT_fac,0,Kentucky,KY
867,22,2004,Med_AMAT_fac,0,Louisiana,LA
868,23,2004,Med_AMAT_fac,0,Maine,ME
869,24,2004,Med_AMAT_fac,0,Maryland,MD
870,25,2004,Med_AMAT_fac,0,Massachusetts,MA
871,26,2004,Med_AMAT_fac,0,Michigan,MI
872,27,2004,Med_AMAT_fac,0,Minnesota,MN
873,28,2004,Med_AMAT_fac,0,Mississippi,MS
874,29,2004,Med_AMAT_fac,0,Missouri,MO
875,30,2004,Med_AMAT_fac,0,Montana,MT
876,31,2004,Med_AMAT_fac,0,Nebraska,NE
877,32,2004,Med_AMAT_fac,0,Nevada,NV
878,33,2004,Med_AMAT_fac,0,New Hampshire,NH
879,34,2004,Med_AMAT_fac,0,New Jersey,NJ
880,35,2004,Med_AMAT_fac,0,New Mexico,NM
881,36,2004,Med_AMAT_fac,0,New York,NY
882,37,2004,Med_AMAT_fac,0,North Carolina,NC
883,38,2004,Med_AMAT_fac,0,North Dakota,ND
884,39,2004,Med_AMAT_fac,0,Ohio,OH
885,40,2004,Med_AMAT_fac,0,Oklahoma,OK
886,41,2004,Med_AMAT_fac,0,Oregon,OR
887,42,2004,Med_AMAT_fac,0,Pennsylvania,PA
888,44,2004,Med_AMAT_fac,0,Rhode Island,RI
889,45,2004,Med_AMAT_fac,0,South Carolina,SC
890,46,2004,Med_AMAT_fac,0,South Dakota,SD
891,47,2004,Med_AMAT_fac,0,Tennessee,TN
892,48,2004,Med_AMAT_fac,0,Texas,TX
893,49,2004,Med_AMAT_fac,0,Utah,UT
894,50,2004,Med_AMAT_fac,0,Vermont,VT
895,51,2004,Med_AMAT_fac,0,Virginia,VA
896,53,2004,Med_AMAT_fac,0,Washington,WA
897,54,2004,Med_AMAT_fac,0,West Virginia,WV
898,55,2004,Med_AMAT_fac,0,Wisconsin,WI
899,56,2004,Med_AMAT_fac,0,Wyoming,WY
900,72,2004,Med_AMAT_fac,0,Puerto Rico,PR
901,00,2005,SA_fac,10775,United States,US
902,01,2005,SA_fac,84,Alabama,AL
903,02,2005,SA_fac,51,Alaska,AK
904,04,2005,SA_fac,137,Arizona,AZ
905,05,2005,SA_fac,37,Arkansas,AR
906,06,2005,SA_fac,1479,California,CA
907,08,2005,SA_fac,369,Colorado,CO
908,09,2005,SA_fac,165,Connecticut,CT
909,10,2005,SA_fac,37,Delaware,DE
910,11,2005,SA_fac,42,District of Columbia,DC
911,12,2005,SA_fac,458,Florida,FL
912,13,2005,SA_fac,165,Georgia,GA
913,15,2005,SA_fac,82,Hawaii,HI
914,16,2005,SA_fac,55,Idaho,ID
915,17,2005,SA_fac,527,Illinois,IL
916,18,2005,SA_fac,278,Indiana,IN
917,19,2005,SA_fac,86,Iowa,IA
918,20,2005,SA_fac,180,Kansas,KS
919,21,2005,SA_fac,266,Kentucky,KY
920,22,2005,SA_fac,112,Louisiana,LA
921,23,2005,SA_fac,167,Maine,ME
922,24,2005,SA_fac,299,Maryland,MD
923,25,2005,SA_fac,216,Massachusetts,MA
924,26,2005,SA_fac,460,Michigan,MI
925,27,2005,SA_fac,213,Minnesota,MN
926,28,2005,SA_fac,77,Mississippi,MS
927,29,2005,SA_fac,188,Missouri,MO
928,30,2005,SA_fac,33,Montana,MT
929,31,2005,SA_fac,86,Nebraska,NE
930,32,2005,SA_fac,55,Nevada,NV
931,33,2005,SA_fac,38,New Hampshire,NH
932,34,2005,SA_fac,281,New Jersey,NJ
933,35,2005,SA_fac,56,New Mexico,NM
934,36,2005,SA_fac,913,New York,NY
935,37,2005,SA_fac,254,North Carolina,NC
936,38,2005,SA_fac,49,North Dakota,ND
937,39,2005,SA_fac,366,Ohio,OH
938,40,2005,SA_fac,114,Oklahoma,OK
939,41,2005,SA_fac,183,Oregon,OR
940,42,2005,SA_fac,354,Pennsylvania,PA
941,44,2005,SA_fac,48,Rhode Island,RI
942,45,2005,SA_fac,74,South Carolina,SC
943,46,2005,SA_fac,49,South Dakota,SD
944,47,2005,SA_fac,144,Tennessee,TN
945,48,2005,SA_fac,442,Texas,TX
946,49,2005,SA_fac,97,Utah,UT
947,50,2005,SA_fac,29,Vermont,VT
948,51,2005,SA_fac,106,Virginia,VA
949,53,2005,SA_fac,336,Washington,WA
950,54,2005,SA_fac,62,West Virginia,WV
951,55,2005,SA_fac,195,Wisconsin,WI
952,56,2005,SA_fac,41,Wyoming,WY
953,72,2005,SA_fac,140,Puerto Rico,PR
954,00,2005,Med_SA_fac,5682,United States,US
955,01,2005,Med_SA_fac,39,Alabama,AL
956,02,2005,Med_SA_fac,33,Alaska,AK
957,04,2005,Med_SA_fac,62,Arizona,AZ
958,05,2005,Med_SA_fac,7,Arkansas,AR
959,06,2005,Med_SA_fac,415,California,CA
960,08,2005,Med_SA_fac,84,Colorado,CO
961,09,2005,Med_SA_fac,122,Connecticut,CT
962,10,2005,Med_SA_fac,23,Delaware,DE
963,11,2005,Med_SA_fac,21,District of Columbia,DC
964,12,2005,Med_SA_fac,165,Florida,FL
965,13,2005,Med_SA_fac,93,Georgia,GA
966,15,2005,Med_SA_fac,13,Hawaii,HI
967,16,2005,Med_SA_fac,19,Idaho,ID
968,17,2005,Med_SA_fac,250,Illinois,IL
969,18,2005,Med_SA_fac,159,Indiana,IN
970,19,2005,Med_SA_fac,81,Iowa,IA
971,20,2005,Med_SA_fac,100,Kansas,KS
972,21,2005,Med_SA_fac,102,Kentucky,KY
973,22,2005,Med_SA_fac,29,Louisiana,LA
974,23,2005,Med_SA_fac,147,Maine,ME
975,24,2005,Med_SA_fac,141,Maryland,MD
976,25,2005,Med_SA_fac,144,Massachusetts,MA
977,26,2005,Med_SA_fac,307,Michigan,MI
978,27,2005,Med_SA_fac,84,Minnesota,MN
979,28,2005,Med_SA_fac,60,Mississippi,MS
980,29,2005,Med_SA_fac,123,Missouri,MO
981,30,2005,Med_SA_fac,24,Montana,MT
982,31,2005,Med_SA_fac,67,Nebraska,NE
983,32,2005,Med_SA_fac,22,Nevada,NV
984,33,2005,Med_SA_fac,21,New Hampshire,NH
985,34,2005,Med_SA_fac,125,New Jersey,NJ
986,35,2005,Med_SA_fac,38,New Mexico,NM
987,36,2005,Med_SA_fac,761,New York,NY
988,37,2005,Med_SA_fac,156,North Carolina,NC
989,38,2005,Med_SA_fac,21,North Dakota,ND
990,39,2005,Med_SA_fac,316,Ohio,OH
991,40,2005,Med_SA_fac,41,Oklahoma,OK
992,41,2005,Med_SA_fac,116,Oregon,OR
993,42,2005,Med_SA_fac,268,Pennsylvania,PA
994,44,2005,Med_SA_fac,37,Rhode Island,RI
995,45,2005,Med_SA_fac,51,South Carolina,SC
996,46,2005,Med_SA_fac,28,South Dakota,SD
997,47,2005,Med_SA_fac,83,Tennessee,TN
998,48,2005,Med_SA_fac,174,Texas,TX
999,49,2005,Med_SA_fac,53,Utah,UT
1000,50,2005,Med_SA_fac,26,Vermont,VT
1001,51,2005,Med_SA_fac,35,Virginia,VA
1002,53,2005,Med_SA_fac,167,Washington,WA
1003,54,2005,Med_SA_fac,47,West Virginia,WV
1004,55,2005,Med_SA_fac,149,Wisconsin,WI
1005,56,2005,Med_SA_fac,31,Wyoming,WY
1006,72,2005,Med_SA_fac,2,Puerto Rico,PR
1007,00,2005,SMAT_fac,990,United States,US
1008,01,2005,SMAT_fac,18,Alabama,AL
1009,02,2005,SMAT_fac,3,Alaska,AK
1010,04,2005,SMAT_fac,27,Arizona,AZ
1011,05,2005,SMAT_fac,2,Arkansas,AR
1012,06,2005,SMAT_fac,111,California,CA
1013,08,2005,SMAT_fac,8,Colorado,CO
1014,09,2005,SMAT_fac,35,Connecticut,CT
1015,10,2005,SMAT_fac,4,Delaware,DE
1016,11,2005,SMAT_fac,9,District of Columbia,DC
1017,12,2005,SMAT_fac,37,Florida,FL
1018,13,2005,SMAT_fac,24,Georgia,GA
1019,15,2005,SMAT_fac,3,Hawaii,HI
1020,17,2005,SMAT_fac,45,Illinois,IL
1021,18,2005,SMAT_fac,11,Indiana,IN
1022,19,2005,SMAT_fac,3,Iowa,IA
1023,20,2005,SMAT_fac,6,Kansas,KS
1024,21,2005,SMAT_fac,6,Kentucky,KY
1025,22,2005,SMAT_fac,13,Louisiana,LA
1026,23,2005,SMAT_fac,6,Maine,ME
1027,24,2005,SMAT_fac,43,Maryland,MD
1028,25,2005,SMAT_fac,45,Massachusetts,MA
1029,26,2005,SMAT_fac,29,Michigan,MI
1030,27,2005,SMAT_fac,9,Minnesota,MN
1031,29,2005,SMAT_fac,12,Missouri,MO
1032,31,2005,SMAT_fac,1,Nebraska,NE
1033,32,2005,SMAT_fac,9,Nevada,NV
1034,33,2005,SMAT_fac,5,New Hampshire,NH
1035,34,2005,SMAT_fac,31,New Jersey,NJ
1036,35,2005,SMAT_fac,4,New Mexico,NM
1037,36,2005,SMAT_fac,179,New York,NY
1038,37,2005,SMAT_fac,19,North Carolina,NC
1039,39,2005,SMAT_fac,12,Ohio,OH
1040,40,2005,SMAT_fac,6,Oklahoma,OK
1041,41,2005,SMAT_fac,11,Oregon,OR
1042,42,2005,SMAT_fac,42,Pennsylvania,PA
1043,44,2005,SMAT_fac,16,Rhode Island,RI
1044,45,2005,SMAT_fac,9,South Carolina,SC
1045,47,2005,SMAT_fac,6,Tennessee,TN
1046,48,2005,SMAT_fac,64,Texas,TX
1047,49,2005,SMAT_fac,5,Utah,UT
1048,50,2005,SMAT_fac,3,Vermont,VT
1049,51,2005,SMAT_fac,16,Virginia,VA
1050,53,2005,SMAT_fac,20,Washington,WA
1051,54,2005,SMAT_fac,7,West Virginia,WV
1052,55,2005,SMAT_fac,11,Wisconsin,WI
1053,72,2005,SMAT_fac,5,Puerto Rico,PR
1054,16,2005,SMAT_fac,0,Idaho,ID
1055,28,2005,SMAT_fac,0,Mississippi,MS
1056,30,2005,SMAT_fac,0,Montana,MT
1057,38,2005,SMAT_fac,0,North Dakota,ND
1058,46,2005,SMAT_fac,0,South Dakota,SD
1059,56,2005,SMAT_fac,0,Wyoming,WY
1060,00,2005,Med_SMAT_fac,621,United States,US
1061,01,2005,Med_SMAT_fac,2,Alabama,AL
1062,02,2005,Med_SMAT_fac,3,Alaska,AK
1063,04,2005,Med_SMAT_fac,12,Arizona,AZ
1064,06,2005,Med_SMAT_fac,78,California,CA
1065,08,2005,Med_SMAT_fac,1,Colorado,CO
1066,09,2005,Med_SMAT_fac,33,Connecticut,CT
1067,10,2005,Med_SMAT_fac,3,Delaware,DE
1068,11,2005,Med_SMAT_fac,6,District of Columbia,DC
1069,12,2005,Med_SMAT_fac,9,Florida,FL
1070,13,2005,Med_SMAT_fac,5,Georgia,GA
1071,15,2005,Med_SMAT_fac,3,Hawaii,HI
1072,17,2005,Med_SMAT_fac,25,Illinois,IL
1073,18,2005,Med_SMAT_fac,2,Indiana,IN
1074,19,2005,Med_SMAT_fac,1,Iowa,IA
1075,20,2005,Med_SMAT_fac,1,Kansas,KS
1076,22,2005,Med_SMAT_fac,1,Louisiana,LA
1077,23,2005,Med_SMAT_fac,6,Maine,ME
1078,24,2005,Med_SMAT_fac,35,Maryland,MD
1079,25,2005,Med_SMAT_fac,42,Massachusetts,MA
1080,26,2005,Med_SMAT_fac,23,Michigan,MI
1081,27,2005,Med_SMAT_fac,3,Minnesota,MN
1082,29,2005,Med_SMAT_fac,5,Missouri,MO
1083,31,2005,Med_SMAT_fac,1,Nebraska,NE
1084,32,2005,Med_SMAT_fac,9,Nevada,NV
1085,33,2005,Med_SMAT_fac,4,New Hampshire,NH
